,title,studio,domestic_gross,foreign_gross,year
3015,In This Corner of the World,FUN,172000.0,,2017
3016,David Lynch: The Art Life,Jan.,171000.0,,2017
3017,13 Minutes,SPC,162000.0,,2017
3018,The Journey,IFC,155000.0,,2017
3019,The Void,Scre.,151000.0,,2017
3020,Blade of the Immortal,Magn.,151000.0,,2017
3021,Thelma,Orch.,147000.0,,2017
3022,BPM (Beats Per Minute),Orch.,125000.0,,2017
3023,Explosion,CL,123000.0,,2017
3024,The King's Choice,Gold.,113000.0,,2017
3025,Slack Bay,KL,113000.0,,2017
3026,Like Crazy (2017),Strand,107000.0,,2017
3027,Fabricated City,CJ,105000.0,,2017
3028,The Lure,Jan.,102000.0,,2017
3029,Score: A Film Music Documentary,Grav.,101000.0,,2017
3030,Munna Michael,Eros,99600.0,,2017
3031,The Mayor,WGUSA,96800.0,,2017
3032,The Fencer,CFI,96000.0,,2017
3033,Memoir of a Murderer,WGUSA,91300.0,,2017
3034,The King's Case Note,CJ,91000.0,,2017
3035,Warriors of the Dawn,FIP,84500.0,,2017
3036,The Nile Hilton Incident,Strand,81100.0,,2017
3037,Pop Aye,KL,78000.0,,2017
3038,I Can Speak,CJ,63200.0,,2017
3039,Tomorrow,UTMW,62500.0,,2017
3040,Worlds Apart,CLS,60300.0,,2017
3041,Extraordinary Mission,Crimson,54200.0,,2017
3042,The Ornithologist,Strand,50500.0,,2017
3043,Napping Princess,GK,48200.0,,2017
3044,Twenty Two,CL,46800.0,,2017
3045,Bluebeard,WGUSA,43100.0,,2017
3046,One Week and a Day,Osci.,41600.0,,2017
3047,The Commune,Magn.,38700.0,,2017
3048,A Woman's Life,KL,37600.0,,2017
3049,Afterimage,FM,33400.0,,2017
3050,Alone in Berlin,IFC,33100.0,,2017
3051,The Villainess,WGUSA,27700.0,,2017
3052,The Daughter,KL,26400.0,,2017
3053,Moscow Never Sleeps,CAVU,25300.0,,2017
3054,My Scientology Movie,Magn.,22900.0,,2017
3055,Una,EF,22800.0,,2017
3056,Bending the Arc,Abr.,21900.0,,2017
3057,The Girl Without Hands,GK,21800.0,,2017
3058,Whisky Galore,Arrow,21000.0,,2017
3059,RV: Resurrected Victims,WGUSA,20400.0,,2017
3060,Better Watch Out,WGUSA,20400.0,,2017
3061,Absolutely Anything,ADC,20200.0,,2017
3062,Glory (2017),FM,18400.0,,2017
3063,Porto,KL,15100.0,,2017
3064,Brotherhood of Blades 2: The Infernal Battlefield,WGUSA,14200.0,,2017
3065,Abracadabra,Sony,14000.0,,2017
3066,Blind,VE,12500.0,,2017
3067,Felicite,Strand,12400.0,,2017
3068,Dead Awake (2017),FR,11500.0,,2017
3069,The Country Doctor,Distrib.,8500.0,,2017
3070,Overdrive,VE,7800.0,,2017
3071,Suntan,Strand,6600.0,,2017
3072,Trespass Against Us,A24,5700.0,,2017
3073,The Ardennes,FM,5600.0,,2017
3074,Oro,Sony,5500.0,,2017
3075,Singularity,VE,4200.0,,2017
3076,Emily (2017),Hiber,3600.0,,2017
3077,Max & Leon,Distrib.,500.0,,2017
3078,2:22,Magn.,400.0,,2017
3079,Avengers: Infinity War,BV,678800000.0,"1,369.5",2018
3080,Black Panther,BV,700100000.0,646900000,2018
3081,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018
3082,Incredibles 2,BV,608600000.0,634200000,2018
3083,Aquaman,WB,335100000.0,812700000,2018
3084,Bohemian Rhapsody,Fox,216400000.0,687200000,2018
3085,Venom (2018),Sony,213500000.0,641500000,2018
3086,Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018
3087,Deadpool 2,Fox,318500000.0,460500000,2018
3088,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018
3089,Ant-Man and the Wasp,BV,216600000.0,406000000,2018
3090,Ready Player One,WB,137700000.0,445200000,2018
3091,Operation Red Sea,WGUSA,1500000.0,577700000,2018
3092,Detective Chinatown 2,WB,2000000.0,542100000,2018
3093,The Meg,WB,145400000.0,384800000,2018
3094,Ralph Breaks the Internet,BV,201100000.0,328100000,2018
3095,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018
3096,Dr. Seuss' The Grinch (2018),Uni.,270600000.0,241000000,2018
3097,Bumblebee,Par.,127200000.0,340800000,2018
3098,A Star is Born (2018),WB,215300000.0,218900000,2018
3099,Rampage (2018),WB (NL),101000000.0,327000000,2018
3100,Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000,2018
3101,Solo: A Star Wars Story,BV,213800000.0,179200000,2018
3102,Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000,2018
3103,Fifty Shades Freed,Uni.,100400000.0,271500000,2018
3104,The Nun,WB (NL),117500000.0,248100000,2018
3105,Monster Hunt 2,LGF,706000.0,361000000,2018
3106,Peter Rabbit,Sony,115300000.0,236000000,2018
3107,Mary Poppins Returns,BV,172000000.0,177600000,2018
3108,A Quiet Place,Par.,188000000.0,152900000,2018
3109,Green Book,Uni.,85100000.0,234700000,2018
3110,Skyscraper,Uni.,68400000.0,236400000,2018
3111,Ocean's 8,WB,140200000.0,157500000,2018
3112,Pacific Rim Uprising,Uni.,59900000.0,231100000,2018
3113,Maze Runner: The Death Cure,Fox,58000000.0,230200000,2018
3114,Tomb Raider,WB,58300000.0,216400000,2018
3115,Halloween (2018),Uni.,159300000.0,96100000,2018
3116,Crazy Rich Asians,WB,174500000.0,64000000,2018
3117,Paddington 2,WB,40900000.0,186400000,2018
3118,Smallfoot,WB,83200000.0,130900000,2018
3119,Creed II,MGM,115700000.0,98300000,2018
3120,Disney's Christopher Robin,BV,99200000.0,98500000,2018
3121,The Equalizer 2,Sony,102100000.0,88300000,2018
3122,The Nutcracker and the Four Realms,BV,54900000.0,119100000,2018
3123,The Mule,WB,103800000.0,68700000,2018
3124,Insidious: The Last Key,Uni.,67700000.0,100100000,2018
3125,The Predator (2018),Fox,51000000.0,109500000,2018
3126,Johnny English Strikes Again,Uni.,4400000.0,154500000,2018
3127,Red Sparrow,Fox,46900000.0,104700000,2018
3128,The First Purge,Uni.,69500000.0,67500000,2018
3129,A Wrinkle in Time,BV,100500000.0,32200000,2018
3130,The House With A Clock In Its Walls,Uni.,68500000.0,62900000,2018
3131,Instant Family,Par.,67400000.0,53200000,2018
3132,The Commuter,LGF,36300000.0,83600000,2018
3133,Game Night,WB (NL),69200000.0,48500000,2018
3134,The Monkey King 3,WGUSA,187000.0,114900000,2018
3135,First Man,Uni.,44900000.0,60800000,2018
3136,Night School (2018),Uni.,77300000.0,25800000,2018
3137,Alpha,Studio 8,35900000.0,62300000,2018
3138,A Simple Favor,LGF,53500000.0,44100000,2018
3139,The Favourite,FoxS,34400000.0,61600000,2018
3140,Truth or Dare,Uni.,41400000.0,53900000,2018
3141,I Feel Pretty,STX,48800000.0,45700000,2018
3142,Blockers,Uni.,60300000.0,33700000,2018
3143,Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000,2018
3144,BlacKkKlansman,Focus,49300000.0,44000000,2018
3145,Overboard (2018),PNT,50300000.0,40900000,2018
3146,Sherlock Gnomes,Par.,43200000.0,47100000,2018
3147,Robin Hood (2018),LG/S,30800000.0,54000000,2018
3148,Mortal Engines,Uni.,16000000.0,67700000,2018
3149,How Long Will I Love U,WGUSA,747000.0,82100000,2018
3150,Den of Thieves,STX,44900000.0,35600000,2018
3151,Hereditary,A24,44100000.0,35300000,2018
3152,Tag,WB (NL),54700000.0,23400000,2018
3153,Vice,Annapurna,47800000.0,28200000,2018
3154,Widows,Fox,42400000.0,33600000,2018
3155,Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
3156,Searching,SGem,26000000.0,49400000,2018
3157,The Spy Who Dumped Me,LGF,33600000.0,41800000,2018
3158,Second Act,STX,39300000.0,33000000,2018
3159,Sanju,FIP,7900000.0,63600000,2018
3160,Book Club,Par.,68600000.0,,2018
3161,12 Strong,WB,45800000.0,21600000,2018
3162,"Love, Simon",Fox,40800000.0,25500000,2018
3163,Mile 22,STX,36100000.0,30200000,2018
3164,Life of the Party,WB (NL),53100000.0,12800000,2018
3165,Isle Of Dogs,FoxS,32000000.0,32200000,2018
3166,Adrift,STX,31400000.0,28500000,2018
3167,The 15:17 to Paris,WB,36300000.0,20800000,2018
3168,Early Man,LGF,8300000.0,46400000,2018
3169,Peppermint,STX,35400000.0,18400000,2018
3170,Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018
3171,Slender Man,SGem,30600000.0,21200000,2018
3172,Breaking In (2018),Uni.,46800000.0,4600000,2018
3173,Once Upon a Deadpool,Fox,6100000.0,44400000,2018
3174,The Son of Bigfoot,VPD,289000.0,46800000,2018
3175,Uncle Drew,LG/S,42500000.0,4200000,2018
3176,Tyler Perry's Acrimony,LGF,43500000.0,2900000,2018
3177,Mary Queen of Scots,Focus,16500000.0,29900000,2018
3178,The Possession of Hannah Grace,SGem,14800000.0,28200000,2018
3179,Overlord,Par.,21700000.0,20000000,2018
3180,The Darkest Minds,Fox,12700000.0,28400000,2018
3181,Holmes and Watson,Sony,30600000.0,9900000,2018
3182,Show Dogs,Global Road,17900000.0,21300000,2018
3183,On the Basis of Sex,Focus,24600000.0,13600000,2018
3184,Namiya,CL,70800.0,35300000,2018
3185,The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000,2018
3186,The Hate U Give,Fox,29700000.0,5200000,2018
3187,Death Wish (2018),MGM,34000000.0,,2018
3188,Nobody's Fool,Par.,31700000.0,1800000,2018
3189,Bad Times At The El Royale,Fox,17800000.0,14000000,2018
3190,Baaghi 2,FIP,1300000.0,29900000,2018
3191,The Happytime Murders,STX,20700000.0,6800000,2018
3192,Midnight Sun,Global Road,9600000.0,17800000,2018
3193,Pad Man,Sony,1700000.0,25600000,2018
3194,Monster Family,VPD,127000.0,26300000,2018
3195,White Boy Rick,Studio 8,24000000.0,1900000,2018
3196,Winchester,LGF,25100000.0,,2018
3197,The Death of Stalin,IFC,8000000.0,16600000,2018
3198,Strangers: Prey at Night,Aviron,24600000.0,,2018
3199,"Paul, Apostle of Christ",Affirm,17600000.0,5500000,2018
3200,Padmaavat,VPD,11800000.0,11100000,2018
3201,Proud Mary,SGem,20900000.0,876000,2018
3202,Superfly,Sony,20500000.0,236000,2018
3203,If Beale Street Could Talk,Annapurna,14900000.0,5700000,2018
3204,Burn the Stage: The Movie,Trafalgar,4200000.0,16100000,2018
3205,Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000,2018
3206,The Wife,SPC,9600000.0,8600000,2018
3207,Hell Fest,LGF,11100000.0,7100000,2018
3208,Chappaquiddick,ENTMP,17400000.0,591000,2018
3209,They Shall Not Grow Old,WB,18000000.0,,2018
3210,Free Solo,NGE,17500000.0,,2018
3211,The Children Act,A24,548000.0,17000000,2018
3212,Beautiful Boy (2018),Amazon,7600000.0,8700000,2018
3213,Hunter Killer,LG/S,15800000.0,,2018
3214,Tully (2018),Focus,9400000.0,6300000,2018
3215,Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
3216,Upgrade,BH Tilt,12000000.0,2400000,2018
3217,Unsane,BST,7700000.0,6600000,2018
3218,The Sisters Brothers,Annapurna,3100000.0,10000000,2018
3219,Welcome to Marwen,Uni.,10800000.0,2100000,2018
3220,Hotel Artemis,Global Road,6700000.0,6000000,2018
3221,Marrowbone,Magn.,1400.0,12300000,2018
3222,102 Not Out,Sony,1300000.0,10900000,2018
3223,Boy Erased,Focus,6800000.0,5000000,2018
3224,Back to Burgundy,MBox,258000.0,11400000,2018
3225,The Bookshop,Greenwich,1600000.0,9900000,2018
3226,The Old Man & the Gun,FoxS,11300000.0,,2018
3227,Gringo,STX,5000000.0,6000000,2018
3228,Golden Slumber,CJ,94500.0,10600000,2018
3229,Kin,LGF,5700000.0,4300000,2018
3230,The Big Bad Fox and Other Tales,GK,35800.0,9600000,2018
3231,Traffik,LGF,9200000.0,336000,2018
3232,Can You Ever Forgive Me?,FoxS,8800000.0,,2018
3233,7 Days in Entebbe,Focus,3300000.0,5400000,2018
3234,Pope Francis - A Man of His Word,Focus,2000000.0,6600000,2018
3235,Condorito: La Pelicula,LGF,448000.0,8000000,2018
3236,Suspiria,Amazon,2500000.0,5400000,2018
3237,Disobedience,BST,3500000.0,4400000,2018
3238,Qué León (What A Lion),Spanglish,2600000.0,5200000,2018
3239,Life Itself (2018),Amazon,4099999.0,3700000,2018
3240,Beirut,BST,5000000.0,2500000,2018
3241,Return of the Hero,Distrib.,37100.0,7300000,2018
3242,Soorma,Sony,390000.0,6200000,2018
3243,The Hurricane Heist,ENTMP,6100000.0,,2018
3244,Every Day (2018),Orion,6100000.0,,2018
3245,Leave No Trace,BST,6000000.0,,2018
3246,My Hero Academia: Two Heroes,FUN,5800000.0,,2018
3247,Destroyer,Annapurna,1500000.0,4000000,2018
3248,Madame,Blue Fox,91000.0,5300000,2018
3249,Colette,BST,5100000.0,,2018
3250,Blindspotting,LG/S,4300000.0,530000,2018
3251,Cold War (2018),Amazon,4600000.0,,2018
3252,Papillon (2018),BST,2300000.0,2200000,2018
3253,Gotti,VE,4300000.0,,2018
3254,The Mercy,Scre.,29500.0,4200000,2018
3255,Hichki,Yash,330000.0,3900000,2018
3256,Ya Veremos,PNT,4200000.0,,2018
3257,Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000,2018
3258,A Private War,Aviron,1600000.0,2200000,2018
3259,Ben is Back,RAtt.,3700000.0,,2018
3260,Bad Samaritan,Electric,3400000.0,,2018
3261,Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000,2018
3262,Shoplifters,Magn.,3300000.0,,2018
3263,The Front Runner,Sony,2000000.0,1200000,2018
3264,2001: A Space Odyssey (2018 re-release),WB,3200000.0,,2018
3265,Wildlife,IFC,1100000.0,2000000,2018
3266,La Boda de Valentina,PNT,2800000.0,,2018
3267,You Were Never Really Here,Amazon,2500000.0,,2018
3268,Billionaire Boy's Club,VE,1300.0,2500000,2018
3269,The Rider,SPC,2400000.0,,2018
3270,Mary and the Witch's Flower,GK,2400000.0,,2018
3271,Bilal: A New Breed of Hero,VE,491000.0,1700000,2018
3272,A Fantastic Woman,SPC,2000000.0,,2018
3273,MET Opera: La Traviata,Fathom,1900000.0,,2018
3274,Capernaum,SPC,1700000.0,,2018
3275,I Still See You,LGF,1400.0,1500000,2018
3276,Finding Your Feet,RAtt.,1400000.0,,2018
3277,Never Look Away,SPC,1300000.0,,2018
3278,Maria by Callas,SPC,1300000.0,,2018
3279,Mandy,RLJ,1200000.0,,2018
3280,Andhadhun,Eros,1200000.0,,2018
3281,Lean on Pete,A24,1200000.0,,2018
3282,Nothing to Lose (2018),Swen,1000000.0,,2018
3283,Raid (2018),Eros,1000000.0,,2018
3284,The Insult,Cohen,1000000.0,,2018
3285,Little Italy,EOne,990000.0,,2018
3286,The Catcher Was a Spy,IFC,725000.0,229000,2018
3287,The Miseducation of Cameron Post,FR,905000.0,,2018
3288,Kedarnath,PackYourBag,901000.0,,2018
3289,Schindler's List (2018 re-release),Uni.,833000.0,,2018
3290,Mirai,GK,813000.0,,2018
3291,Beast,RAtt.,800000.0,,2018
3292,Pokemon the Movie: The Power of Us,Fathom,789000.0,,2018
3293,The Party (2017),RAtt.,750000.0,,2018
3294,Burning,WGUSA,719000.0,,2018
3295,Foxtrot,SPC,619000.0,,2018
3296,The Sound of Music (2018 re-release),Fathom,616000.0,,2018
3297,The Big Lebowski (20th Anniversary),Fathom,583000.0,,2018
3298,Manmarziyaan,Eros,567000.0,,2018
3299,Loveless (2018),SPC,566000.0,,2018
3300,Tommy Wiseau's The Room,Fathom,550000.0,,2018
3301,Fireworks (2018),GK,525000.0,,2018
3302,The Spy Gone North,CJ,501000.0,,2018
3303,The Happy Prince,SPC,466000.0,,2018
3304,Final Portrait,SPC,462000.0,,2018
3305,Bag of Marbles,Gaum.,411000.0,,2018
3306,Vertigo (60th Anniversary),Fathom,394000.0,,2018
3307,Oh Lucy!,FM,375000.0,,2018
3308,Mountain,Greenwich,365000.0,,2018
3309,Time Freak,Grindstone,10000.0,256000,2018
3310,What They Had,BST,260000.0,,2018
3311,Batti Gul Meter Chalu,Eros,250000.0,,2018
3312,Borg vs. McEnroe,Neon,231000.0,,2018
3313,Matangi/Maya/M.I.A.,Abr.,231000.0,,2018
3314,Mazinger Z: INFINITY,Fathom,221000.0,,2018
3315,Fate/Stay Night: Heaven's Feel - I. Presage Flower,Fathom,194000.0,,2018
3316,Summer 1993,Osci.,186000.0,,2018
3317,Maquia: When the Promised Flower Blooms (Subtitled),Elev.,186000.0,,2018
3318,Karwaan,PackYourBag,182000.0,,2018
3319,Last Letter,CL,181000.0,,2018
3320,The Accidental Detective 2: In Action,CJ,179000.0,,2018
3321,The Guardians,MBox,177000.0,,2018
3322,Luis & the Aliens,VPD,170000.0,,2018
3323,Double Lover,Cohen,168000.0,,2018
3324,Ghost Stories,IFC,149000.0,,2018
3325,Museo,Vita.,149000.0,,2018
3326,The Little Mermaid (2018),Conglomerate,147000.0,,2018
3327,The Young Karl Marx,Orch.,126000.0,,2018
3328,Becoming Astrid,MBox,120000.0,,2018
3329,Ryuichi Sakamoto: Coda,MUBI,117000.0,,2018
3330,Gonjiam: Haunted Asylum,WGUSA,115000.0,,2018
3331,Take Point,CJ,112000.0,,2018
3332,The Dawn Wall,Orch.,112000.0,,2018
3333,The Negotiation,CJ,111000.0,,2018
3334,The Captain,MBox,109000.0,,2018
3335,Mary Shelley,IFC,109000.0,,2018
3336,In Between,FM,108000.0,,2018
3337,Namaste England,Eros,104000.0,,2018
3338,Happy Phirr Bhag Jayegi,Eros,103000.0,,2018
3339,Ismael's Ghosts,Magn.,103000.0,,2018
3340,Revenge (2018),Neon,102000.0,,2018
3341,Unstoppable (2018),WGUSA,101000.0,,2018
3342,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200,2018
3343,The Third Murder,FM,89300.0,,2018
3344,The House That Jack Built,IFC,88000.0,,2018
3345,Custody,KL,83900.0,,2018
3346,Godard Mon Amour,Cohen,82300.0,,2018
3347,Just a Breath Away,EOne,78000.0,,2018
3348,Mukkabaaz,Eros,75900.0,,2018
3349,Keys to the Heart,CJ,75100.0,,2018
3350,Tehran Taboo,KL,74800.0,,2018
3351,The Last Suit,OutF,73500.0,,2018
3352,"Nico, 1988",Magn.,73300.0,,2018
3353,Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000,2018
3354,Helicopter Eela,Eros,72000.0,,2018
3355,Under the Tree,Magn.,67600.0,,2018
3356,Before We Vanish,Super,52100.0,,2018
3357,I Am Not a Witch,FM,50900.0,,2018
3358,Racer & the Jailbird,Super,46300.0,,2018
3359,Rodin,Cohen,44300.0,,2018
3360,What Will People Say,KL,44200.0,,2018
3361,A Ciambra,IFC,41900.0,,2018
3362,Oolong Courtyard,CL,37700.0,,2018
3363,Girls vs Gangsters,WGUSA,37100.0,,2018
3364,"No Date, No Signature",Distrib.,36400.0,,2018
3365,The Apparition (2018),MBox,28300.0,,2018
3366,The Charmer,FM,26200.0,,2018
3367,Elliot: The Littlest Reindeer,Scre.,24300.0,,2018
3368,The Workshop,Strand,22100.0,,2018
3369,Loving Pablo,Uni.,22000.0,,2018
3370,A Paris Education,KL,21600.0,,2018
3371,Tag Along: The Devil Fish,CL,20700.0,,2018
3372,Gabriel and the Mountain,Strand,18400.0,,2018
3373,Marlina the Murderer in Four Acts,Icar.,17800.0,,2018
3374,The Escape,IFC,14000.0,,2018
3375,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,13000.0,,2018
3376,"Lou Andreas-Salomé, the Audacity to be Free",CLS,12900.0,,2018
3377,Let Yourself Go,Men.,12200.0,,2018
3378,Hannah (2018),PDF,11700.0,,2018
3379,Souvenir,Strand,11400.0,,2018
3380,Furious (Legend of Kolovrat),CARUSEL,10000.0,,2018
3381,Beauty and the Dogs,Osci.,8900.0,,2018
3382,The Quake,Magn.,6200.0,,2018
3383,Edward II (2018 re-release),FM,4800.0,,2018
3384,El Pacto,Sony,2500.0,,2018
3385,The Swan,Synergetic,2400.0,,2018
3386,An Actor Prepares,Grav.,1700.0,,2018
