,title,studio,domestic_gross,foreign_gross,year
1034,Elena,Zeit.,233000.0,,2012
1035,Tezz,Eros,230000.0,,2012
1036,The Viral Factor,CL,220000.0,,2012
1037,Neil Young Journeys,SPC,215000.0,,2012
1038,Tai Chi Zero,Vari.,212000.0,,2012
1039,The House I Live In,Abr.,211000.0,,2012
1040,10 Years,Anch.,203000.0,,2012
1041,17 Girls,Strand,15100.0,186000,2012
1042,Tim & Eric's Billion Dollar Movie,Magn.,201000.0,,2012
1043,Any Day Now,MBox,201000.0,,2012
1044,Tere Naal Love Ho Gaya,UTV,178000.0,,2012
1045,The Hunter (2012),Magn.,177000.0,,2012
1046,Butter,RTWC,105000.0,70700,2012
1047,Kill List,IFC,29100.0,143000,2012
1048,Flying Swords of Dragon Gate,IM,170000.0,,2012
1049,Joker,UTV,169000.0,,2012
1050,Dark Horse,BM&DH,166000.0,,2012
1051,Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012
1052,Bullhead,Drft.,152000.0,,2012
1053,Chakravyuh,Eros,152000.0,,2012
1054,Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012
1055,High School,Anch.,139000.0,,2012
1056,Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,,2012
1057,The Loneliest Planet,IFC,130000.0,,2012
1058,Forgiveness of Blood,IFC,127000.0,,2012
1059,Toys in the Attic,Hann.,64900.0,61600,2012
1060,"Turn Me On, Dammit!",NYer,126000.0,,2012
1061,God Bless America,Magn.,123000.0,,2012
1062,Bullet Vanishes,CL,118000.0,,2012
1063,The Woman in the Fifth,ATO,114000.0,,2012
1064,5 Broken Cameras,KL,110000.0,,2012
1065,Hello I Must Be Going,Osci.,107000.0,,2012
1066,The Magic of Belle Isle,Magn.,102000.0,,2012
1067,"Oslo, August 31st",Strand,101000.0,,2012
1068,Wuthering Heights (2012),Osci.,101000.0,,2012
1069,Mugamoodi,UTV,101000.0,,2012
1070,V/H/S,Magn.,100000.0,,2012
1071,Goodbye First Love,IFC,95000.0,,2012
1072,Marina Abramovic: The Artist is Present,MBox,86600.0,,2012
1073,The Eye of the Storm,SEG,83600.0,,2012
1074,Wagner & Me,FRun,37700.0,41000,2012
1075,The Innkeepers,Magn.,78400.0,,2012
1076,This is Not a Film,PalT,77000.0,,2012
1077,The Island President,Gold.,76400.0,,2012
1078,Detachment,Trib.,72700.0,,2012
1079,The Green Wave,RF,,70100,2012
1080,Attenberg,Strand,24000.0,45900,2012
1081,Deadfall (2012),Magn.,66400.0,,2012
1082,Girlfriend Boyfriend - GF BF,CL,64400.0,,2012
1083,Vulgaria,CL,59100.0,,2012
1084,The Turin Horse,CGld,56400.0,,2012
1085,Jodi Breakers,Yash,52600.0,,2012
1086,Painted Skin: The Resurrection,WGUSA,50400.0,,2012
1087,"All's Well, End's Well (2012)",CL,47900.0,,2012
1088,North Sea Texas,Strand,28300.0,16700,2012
1089,Double Trouble,CL,44800.0,,2012
1090,The Fairy,KL,38400.0,,2012
1091,Hit So Hard,Vari.,34000.0,,2012
1092,Kalakalappu@Masala Cafe,UTV,30900.0,,2012
1093,The Bay,RAtt.,30700.0,,2012
1094,You've Been Trumped,ICir,29300.0,,2012
1095,Here (2012),Strand,26700.0,,2012
1096,In Another Country,KL,25100.0,,2012
1097,The First Time,Gold.,22800.0,,2012
1098,Bonsai,Strand,21300.0,,2012
1099,The Day,Anch.,21000.0,,2012
1100,28 Hotel Rooms,Osci.,18900.0,,2012
1101,Lovely Molly,Imag.,18500.0,,2012
1102,Juan of the Dead,Outs,18000.0,,2012
1103,4:44: Last Day on Earth,IFC,17800.0,,2012
1104,Little Birds,MNE,17700.0,,2012
1105,Return (2012),Da.,16100.0,,2012
1106,Alps,KL,16100.0,,2012
1107,Patience (After Sebald),CGld,15900.0,,2012
1108,Take Me Home,Mont.,15800.0,,2012
1109,Reuniting the Rubins,Mont.,13600.0,,2012
1110,Cirkus Columbia,Strand,3500.0,9500,2012
1111,Grassroots,Gold.,12400.0,,2012
1112,Husbands in Goa,UTV,10100.0,,2012
1113,Starry Starry Night,CL,10000.0,,2012
1114,Corpo Celeste,FM,8900.0,,2012
1115,Dreams of a Life,Strand,8400.0,,2012
1116,The Babymakers,MNE,7900.0,,2012
1117,Las Acacias,OutF,6000.0,,2012
1118,The Good Doctor,Magn.,5200.0,,2012
1119,Liar's Autobiography,BSM,5100.0,,2012
1120,Sleepless Night,Trib.,3400.0,,2012
1121,ATM,IFC,3000.0,,2012
1122,About Cherry,IFC,3000.0,,2012
1123,Perfect Sense,IFC,3000.0,,2012
1124,Cheerful Weather for the Wedding,IFC,2700.0,,2012
1125,The Decoy Bride,IFC,800.0,,2012
1126,Death of a Superhero,Trib.,600.0,,2012
1127,Frozen,BV,400700000.0,875700000,2013
1128,Iron Man 3,BV,409000000.0,805800000,2013
1129,Despicable Me 2,Uni.,368100000.0,602700000,2013
1130,The Hobbit: The Desolation of Smaug,WB (NL),258399999.0,700000000,2013
1131,The Hunger Games: Catching Fire,LGF,424700000.0,440300000,2013
1132,Fast & Furious 6,Uni.,238700000.0,550000000,2013
1133,Monsters University,BV,268500000.0,475700000,2013
1134,Gravity,WB,274100000.0,449100000,2013
1135,Man of Steel,WB,291000000.0,377000000,2013
1136,Thor: The Dark World,BV,206400000.0,438200000,2013
1137,The Croods,Fox,187200000.0,400000000,2013
1138,World War Z,Par.,202400000.0,337600000,2013
1139,Oz The Great and Powerful,BV,234900000.0,258399999,2013
1140,Star Trek Into Darkness,Par.,228800000.0,238600000,2013
1141,The Wolverine,Fox,132600000.0,282300000,2013
1142,Pacific Rim,WB,101800000.0,309200000,2013
1143,The Wolf of Wall Street,Par.,116900000.0,275100000,2013
1144,G.I. Joe: Retaliation,Par.,122500000.0,253200000,2013
1145,The Hangover Part III,WB,112200000.0,249800000,2013
1146,The Great Gatsby (2013),WB,144800000.0,208800000,2013
1147,Now You See Me,LG/S,117700000.0,234000000,2013
1148,The Smurfs 2,Sony,71000000.0,276500000,2013
1149,The Conjuring,WB (NL),137400000.0,182100000,2013
1150,A Good Day to Die Hard,Fox,67300000.0,237300000,2013
1151,Oblivion,Uni.,89100000.0,197100000,2013
1152,Elysium,TriS,93100000.0,193100000,2013
1153,Turbo,Fox,83000000.0,199500000,2013
1154,Cloudy with a Chance of Meatballs 2,Sony,119800000.0,154500000,2013
1155,We're the Millers,WB (NL),150400000.0,119600000,2013
1156,Epic,Fox,107500000.0,160900000,2013
1157,The Lone Ranger,BV,89300000.0,171200000,2013
1158,American Hustle,Sony,150100000.0,101100000,2013
1159,Grown Ups 2,Sony,133699999.0,113300000,2013
1160,After Earth,Sony,60500000.0,183300000,2013
1161,Planes,BV,90300000.0,149000000,2013
1162,The Heat,Fox,159600000.0,70300000,2013
1163,Hansel and Gretel: Witch Hunters,Par.,55700000.0,170600000,2013
1164,Captain Phillips,Sony,107100000.0,111700000,2013
1165,White House Down,Sony,73100000.0,132300000,2013
1166,Percy Jackson: Sea of Monsters,Fox,68600000.0,131300000,2013
1167,Lost in Thailand,WAMCR,57400.0,197700000,2013
1168,Jack the Giant Slayer,WB (NL),65200000.0,132500000,2013
1169,The Secret Life of Walter Mitty,Fox,58200000.0,129900000,2013
1170,12 Years a Slave,FoxS,56700000.0,131100000,2013
1171,Lee Daniels' The Butler,Wein.,116600000.0,60000000,2013
1172,Identity Thief,Uni.,134500000.0,39500000,2013
1173,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013
1174,Olympus Has Fallen,FD,98900000.0,71300000,2013
1175,Insidious Chapter 2,FD,83600000.0,78300000,2013
1176,Lone Survivor,Uni.,125100000.0,29700000,2013
1177,Jackass Presents: Bad Grandpa,Par.,102000000.0,49800000,2013
1178,47 Ronin,Uni.,38400000.0,113400000,2013
1179,Red 2,LG/S,53300000.0,94800000,2013
1180,Mama,Uni.,71600000.0,74800000,2013
1181,Escape Plan,LG/S,25100000.0,112200000,2013
1182,Last Vegas,CBS,63900000.0,70500000,2013
1183,2 Guns,Uni.,75600000.0,56300000,2013
1184,Walking with Dinosaurs,Fox,36100000.0,90500000,2013
1185,This is the End,Sony,101500000.0,24600000,2013
1186,Ender's Game,LG/S,61700000.0,63800000,2013
1187,Prisoners,WB,61000000.0,61100000,2013
1188,Saving Mr. Banks,BV,83300000.0,34600000,2013
1189,Warm Bodies,LG/S,66400000.0,50600000,2013
1190,Jurassic Park 3D,Uni.,45400000.0,71100000,2013
1191,Personal Tailor,CL,376000.0,115800000,2013
1192,Free Birds,Rela.,55800000.0,54600000,2013
1193,Gangster Squad,WB,46000000.0,59200000,2013
1194,Philomena,Wein.,37700000.0,62400000,2013
1195,Instructions Not Included,LGF,44500000.0,54600000,2013
1196,Riddick,Uni.,42000000.0,56300000,2013
1197,Safe Haven,Rela.,71300000.0,26200000,2013
1198,Evil Dead (2013),TriS,54200000.0,43300000,2013
1199,Blue Jasmine,SPC,33400000.0,64099999,2013
1200,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000,2013
1201,The Internship,Fox,44700000.0,48800000,2013
1202,Rush (2013),Uni.,26900000.0,63300000,2013
1203,The Purge,Uni.,64500000.0,24900000,2013
1204,Dhoom 3,Yash,8000000.0,80000000,2013
1205,About Time,Uni.,15300000.0,71800000,2013
1206,Pain and Gain,Par.,49900000.0,36300000,2013
1207,Carrie (2013),SGem,35300000.0,49500000,2013
1208,The Family (2013),Rela.,36900000.0,41500000,2013
1209,Scary Movie 5,W/Dim.,32000000.0,46400000,2013
1210,R.I.P.D.,Uni.,33600000.0,44700000,2013
1211,Tiny Times,CL,23500.0,77700000,2013
1212,The Book Thief,Fox,21500000.0,55100000,2013
1213,Escape From Planet Earth,Wein.,57000000.0,17600000,2013
1214,August: Osage County,Wein.,37700000.0,36500000,2013
1215,The Best Man Holiday,Uni.,70500000.0,2300000,2013
1216,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87800.0,72200000,2013
1217,The Counselor,Fox,17000000.0,54000000,2013
1218,The Call,TriS,51900000.0,16700000,2013
1219,One Direction: This is Us,TriS,28900000.0,39700000,2013
1220,The Grandmaster,Wein.,6600000.0,57500000,2013
1221,Side Effects (2013),ORF,32200000.0,31200000,2013
1222,The Host (2013),ORF,26600000.0,36700000,2013
1223,Runner Runner,Fox,19300000.0,43400000,2013
1224,From Up on Poppy Hill,GK,1000000.0,60000000,2013
1225,Kick-Ass 2,Uni.,28800000.0,32000000,2013
1226,A Haunted House,ORF,40000000.0,20100000,2013
1227,Beautiful Creatures (2013),WB,19500000.0,40600000,2013
1228,Quartet,Wein.,18400000.0,41100000,2013
1229,Dallas Buyers Club,Focus,27300000.0,27900000,2013
1230,The Face Reader,PM&E,516000.0,54100000,2013
1231,Tyler Perry's A Madea Christmas,LGF,52500000.0,853000,2013
1232,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,52000000.0,1200000,2013
1233,Delivery Man,BV,30700000.0,19300000,2013
1234,The Berlin File,CJ,665000.0,48300000,2013
1235,The Last Stand,LGF,12100000.0,36300000,2013
1236,21 and Over,Rela.,25700000.0,22400000,2013
1237,Her (2013),WB,25600000.0,21800000,2013
1238,Tiny Times 2,CL,43800.0,47200000,2013
1239,Texas Chainsaw 3D,LGF,34300000.0,12900000,2013
1240,The Big Wedding,LGF,21800000.0,24700000,2013
1241,Parker,FD,17600000.0,28600000,2013
1242,The World's End,Focus,26000000.0,20100000,2013
1243,Grudge Match,WB,29800000.0,15100000,2013
1244,Homefront,ORF,20200000.0,22900000,2013
1245,Snitch,LG/S,42900000.0,,2013
1246,Jobs,ORF,16100000.0,19800000,2013
1247,The Place Beyond the Pines,Focus,21400000.0,14100000,2013
1248,Inside Llewyn Davis,CBS,13200000.0,19700000,2013
1249,Mud,RAtt.,21600000.0,11000000,2013
1250,Movie 43,Rela.,8800000.0,23600000,2013
1251,Kevin Hart: Let Me Explain,LG/S,32200000.0,74000,2013
1252,Spring Breakers,A24,14100000.0,17600000,2013
1253,New World (2013),WGUSA,458000.0,31200000,2013
1254,Don Jon,Rela.,24500000.0,6000000,2013
1255,I Give It a Year,Magn.,34700.0,28200000,2013
1256,Nebraska,Par.,17700000.0,10000000,2013
1257,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013
1258,Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000,2013
1259,Khumba,MNE,1000.0,27200000,2013
1260,Dark Skies,W/Dim.,17400000.0,9000000,2013
1261,Enough Said,FoxS,17600000.0,7700000,2013
1262,Trance,FoxS,2300000.0,21900000,2013
1263,"The Way, Way Back",FoxS,21500000.0,1700000,2013
1264,Kon-Tiki,Wein.,1500000.0,21300000,2013
1265,Baggage Claim,FoxS,21600000.0,887000,2013
1266,Diana,EOne,335000.0,21400000,2013
1267,The Great Beauty,Jan.,2900000.0,18500000,2013
1268,22 Bullets,Cdgm.,,21300000,2013
1269,The Sapphires,Wein.,2500000.0,18000000,2013
1270,Broken City,Fox,19700000.0,,2013
1271,The Company You Keep,SPC,5100000.0,14500000,2013
1272,The Bling Ring,A24,5800000.0,13300000,2013
1273,You're Next,LGF,18500000.0,,2013
1274,Dead Man Down,FD,10900000.0,7200000,2013
1275,Admission,Focus,18000000.0,,2013
1276,Fruitvale Station,Wein.,16100000.0,1300000,2013
1277,Battle of the Year,SGem,8900000.0,7700000,2013
1278,Out of the Furnace,Rela.,11300000.0,4300000,2013
1279,Billy and Buddy,Distrib.,900.0,15200000,2013
1280,The Last Exorcism Part II,CBS,15200000.0,,2013
1281,Machete Kills,ORF,8000000.0,7000000,2013
1282,Journey to the South Pacific,Imax,7600000.0,6500000,2013
1283,Paranoia,Rela.,7400000.0,6400000,2013
1284,All Is Lost,RAtt.,6300000.0,7400000,2013
1285,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000,2013
1286,Stoker,FoxS,1700000.0,10400000,2013
1287,In the House,Cohen,390000.0,11500000,2013
1288,I'm So Excited,SPC,1400000.0,10400000,2013
1289,Haute Cuisine,Wein.,218000.0,11200000,2013
1290,Before Midnight,SPC,8100000.0,3100000,2013
1291,Only God Forgives,RTWC,779000.0,9900000,2013
1292,The Past,SPC,1300000.0,9300000,2013
1293,Love is All You Need,SPC,1600000.0,8400000,2013
1294,Bullet to the Head,WB,9500000.0,,2013
1295,Tyler Perry Presents Peeples,LGF,9200000.0,130000,2013
1296,Jerusalem,NGE,8000000.0,1300000,2013
1297,The Fifth Estate,BV,3300000.0,5300000,2013
1298,Upside Down,MNE,105000.0,8000000,2013
1299,Metallica Through the Never,PH,3400000.0,4600000,2013
1300,Pulling Strings,LGF,5800000.0,2000000,2013
1301,Black Nativity,FoxS,7000000.0,436000,2013
1302,Blue Is the Warmest Color,IFC,2200000.0,5200000,2013
1303,Unfinished Song,Wein.,1700000.0,5300000,2013
1304,The Angels' Share,IFC,347000.0,6700000,2013
1305,The Spectacular Now,A24,6900000.0,,2013
1306,The Sweeney,EOne,26700.0,6300000,2013
1307,Believe,ORF,6200000.0,,2013
1308,Matru Ki Bijlee Ka Mandola,FIP,,6000000,2013
1309,Closed Circuit,Focus,5800000.0,,2013
1310,Populaire,Wein.,179000.0,5300000,2013
1311,Broken Circle Breakdown,Trib.,175000.0,5300000,2013
1312,Fists of Legend,CJ,134000.0,5300000,2013
1313,Chennai Express,UTV,5300000.0,,2013
1314,20 Feet from Stardom,RTWC,4900000.0,,2013
1315,Oldboy (2013),FD,2200000.0,2700000,2013
1316,Commitment,WGUSA,76500.0,4500000,2013
1317,White Elephant,Strand,8900.0,4400000,2013
1318,Much Ado About Nothing (2013),RAtt.,4300000.0,,2013
1319,Frances Ha,IFC,4099999.0,,2013
1320,You Will Be My Son,Cohen,285000.0,3600000,2013
1321,Yeh Jawaani Hai Deewani,Eros,3800000.0,,2013
1322,Pieta,Drft.,22100.0,3600000,2013
1323,Mental,Da.,17700.0,3600000,2013
1324,The To-Do List,CBS,3500000.0,74600,2013
1325,Mr. Nobody,Magn.,3600.0,3500000,2013
1326,Emperor,RAtt.,3300000.0,,2013
1327,Stand Up Guys,LGF,3300000.0,,2013
1328,In a World,RAtt.,3000000.0,,2013
1329,Ram-Leela,Eros,2700000.0,,2013
1330,Capital,Cohen,102000.0,2400000,2013
1331,The East,FoxS,2300000.0,99700,2013
1332,I'm In Love With a Church Girl,HTR,2400000.0,,2013
1333,No (2013),SPC,2300000.0,,2013
1334,Renoir,Gold.,2300000.0,,2013
1335,The Christmas Candle,ELS,2300000.0,,2013
1336,Reality (2013),Osci.,72600.0,2200000,2013
1337,Krrish 3,Eros,2200000.0,,2013
1338,Austenland,SPC,2200000.0,,2013
1339,The Sorcerer and the White Snake,Magn.,18800.0,2100000,2013
1340,The Snitch Cartel,PI,,2100000,2013
1341,The Iceman (2013),MNE,2000000.0,,2013
1342,All the Boys Love Mandy Lane,RTWC,,1900000,2013
1343,Fill the Void,SPC,1800000.0,,2013
1344,Starbuck (U.S. only),E1,340000.0,1300000,2013
1345,Bhaag Milkha Bhaag,Relbig.,1600000.0,,2013
1346,Therese,MPI,102000.0,1500000,2013
1347,Stories We Tell,RAtt.,1600000.0,,2013
1348,Lovelace,RTWC,357000.0,1200000,2013
1349,Race 2,UTV,1600000.0,,2013
1350,Disconnect,LD,1400000.0,,2013
1351,Girl Most Likely,RAtt.,1400000.0,,2013
1352,Wadjda (U.S. only),SPC,1300000.0,,2013
1353,The Kings of Summer,CBS,1300000.0,,2013
1354,The Invisible Woman,SPC,1200000.0,,2013
1355,Violeta Went to Heaven,KL,21500.0,1200000,2013
1356,Romeo and Juliet (2013),Rela.,1200000.0,,2013
1357,Still Mine,Gold.,1200000.0,,2013
1358,The Wall (2013),MBox,38700.0,1100000,2013
1359,Kai Po Che,UTV,1100000.0,,2013
1360,What Maisie Knew,MNE,1100000.0,,2013
1361,Thanks for Sharing,RAtt.,1100000.0,,2013
1362,Ain't Them Bodies Saints,IFC,397000.0,635000,2013
1363,Kill Your Darlings,SPC,1000000.0,,2013
1364,Short Term 12,Cdgm.,1000000.0,,2013
1365,Ginger & Rosa,A24,1000000.0,,2013
1366,Lore,MBox,970000.0,,2013
1367,Raanjhana,Eros,903000.0,,2013
1368,6 Souls,RTWC,,852000,2013
1369,Generation Iron,TVC,850000.0,,2013
1370,The Monk,ATO,13500.0,794000,2013
1371,Satyagraha,UTV,739000.0,,2013
1372,Hannah Arendt,Zeit.,717000.0,,2013
1373,Besharam,Relbig.,680000.0,,2013
1374,Salinger,Wein.,584000.0,67000,2013
1375,The Hunt,Magn.,613000.0,,2013
1376,Walking the Camino: Six Ways to Santiago,FEF,613000.0,,2013
1377,To The Wonder,Magn.,588000.0,,2013
1378,Lootera,Eros,582000.0,,2013
1379,Museum Hours,CGld,561000.0,,2013
1380,The Reluctant Fundamentalist,IFC,553000.0,,2013
1381,You Ain't Seen Nothin' Yet,KL,18900.0,488000,2013
1382,The Inevitable Defeat of Mister and Pete,LGF,495000.0,,2013
1383,Act of Killing,Drft.,487000.0,,2013
1384,Sound City,Vari.,423000.0,,2013
1385,Shadow Dancer,Magn.,101000.0,319000,2013
1386,A Hijacking,Magn.,414000.0,,2013
1387,Grand Masti,Eros,414000.0,,2013
1388,Phata Poster Nikla Hero,Eros,411000.0,,2013
1389,The Armstrong Lie,SPC,383000.0,,2013
1390,Tai Chi Hero,WGUSA,35100.0,347000,2013
1391,At Any Price,SPC,381000.0,,2013
1392,Shootout at Wadala,Eros,370000.0,,2013
1393,Gori Tere Pyaar Mein,Relbig.,342000.0,,2013
1394,Adore,EXCL,319000.0,,2013
1395,A Bottle in the Gaza Sea,FM,5900.0,306000,2013
1396,Go Goa Gone,Eros,298000.0,,2013
1397,Blancanieves,Cohen,280000.0,,2013
1398,Himmatwala,UTV,271000.0,,2013
1399,Great Expectations (2013),MSF,259000.0,,2013
1400,The Silence,MBox,100000.0,132000,2013
1401,Singh Saab The Great,Eros,226000.0,,2013
1402,ABCD (Any Body Can Dance),UTV,222000.0,,2013
1403,Arthur Newman,Cdgm.,208000.0,,2013
1404,Ghanchakkar,UTV,203000.0,,2013
1405,Midnight's Children,P/108,190000.0,,2013
1406,R... Rajkumar,Eros,167000.0,,2013
1407,We Steal Secrets: The Story of Wikileaks,FCW,166000.0,,2013
1408,The Patience Stone,SPC,149000.0,,2013
1409,Rangeelay,Eros,148000.0,,2013
1410,Drug War,Vari.,128000.0,,2013
1411,Beyond the Hills,IFC,125000.0,,2013
1412,Storm Surfers 3D,XL,117000.0,,2013
1413,Yossi,Strand,117000.0,,2013
1414,Spinning Plates,TFA,112000.0,,2013
1415,Ek Thi Daayan,Eros,112000.0,,2013
1416,The English Teacher,Cdgm.,105000.0,,2013
1417,Man of Tai Chi,RTWC,100000.0,,2013
1418,Passion,EOne,92200.0,,2013
1419,Byzantium,IFC,89200.0,,2013
1420,The Rooftop,WGUSA,85800.0,,2013
1421,We Are What We Are,EOne,81400.0,,2013
1422,Stuck in Love,MNE,81100.0,,2013
1423,More Than Honey,KL,79800.0,,2013
1424,Caesar Must Die,AF,76900.0,,2013
1425,Leviathan (2013),CGld,76200.0,,2013
1426,No One Lives,Anch.,74900.0,,2013
1427,War Witch,Trib.,70500.0,,2013
1428,The Pervert's Guide to Ideology,Zeit.,68000.0,,2013
1429,My Lucky Star,CL,64400.0,,2013
1430,Becoming Traviata,Distrib.,62700.0,,2013
1431,Sightseers,IFC,61800.0,,2013
1432,The Canyons,IFC,56800.0,,2013
1433,Table No. 21,Eros,46700.0,,2013
1434,Wish You Were Here (2013),EOne,46300.0,,2013
1435,A Glimpse Inside the Mind of Charles Swan III,A24,45400.0,,2013
1436,The We and the I,P/108,42200.0,,2013
1437,Killing Season,MNE,39900.0,,2013
1438,Post Tenebras Lux,Strand,39200.0,,2013
1439,Rising From Ashes,FRun,38600.0,,2013
1440,Berberian Sound Studio,IFC,38500.0,,2013
1441,Ip Man: The Final Fight,WGUSA,37900.0,,2013
1442,Redemption (2013),RAtt.,36900.0,,2013
1443,Camille Claudel 1915,KL,35300.0,,2013
1444,Bastards,IFC,24500.0,,2013
1445,Paradise: Love,Strand,24300.0,,2013
1446,Our Children,Distrib.,23200.0,,2013
1447,V/H/S/2,Magn.,21800.0,,2013
1448,The Look of Love,IFC,21300.0,,2013
1449,The Painting (2013),GK,21000.0,,2013
1450,Terraferma,Cohen,20000.0,,2013
1451,Love and Honor (2013),IFC,19700.0,,2013
1452,Nostalghia,KL,18800.0,,2013
1453,Casting By,SD,18200.0,,2013
1454,Violet & Daisy,Cdgm.,17200.0,,2013
1455,Jayne Mansfield's Car,Anch.,14800.0,,2013
1456,A Wedding Invitation,CJ,14400.0,,2013
1457,Red Obsession,A23,13200.0,,2013
1458,The Selfish Giant,IFC,12200.0,,2013
1459,Charlie Countryman,MNE,11700.0,,2013
1460,Just Like a Woman,Cohen,11400.0,,2013
1461,So Young,CL,11200.0,,2013
1462,In the Name Of,FM,9900.0,,2013
1463,InchAllah (U.S. only),EOne,9800.0,,2013
1464,Welcome to the Punch,IFC,9700.0,,2013
1465,Clandestine Childhood,IFC,9000.0,,2013
1466,Argento's Dracula 3D,IFC,8100.0,,2013
1467,Finding Mr. Right,CL,6900.0,,2013
1468,Paradise: Hope,Strand,6700.0,,2013
1469,Paradise: Faith,Strand,6500.0,,2013
1470,The Guillotines,WGUSA,5300.0,,2013
1471,The Stroller Strategy,Rialto,3500.0,,2013
1472,What Richard Did,Trib.,2700.0,,2013
1473,Caught in the Web,Vita.,1100.0,,2013
1474,I Spit on Your Grave 2,Anch.,800.0,,2013
1475,Into the White,Magn.,700.0,,2013
1476,Storage 24,Magn.,100.0,,2013
1477,Transformers: Age of Extinction,Par.,245400000.0,858600000,2014
1478,The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014
1479,Guardians of the Galaxy,BV,333200000.0,440200000,2014
1480,Maleficent,BV,241400000.0,517100000,2014
1481,The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014
1482,X-Men: Days of Future Past,Fox,233900000.0,513900000,2014
1483,Captain America: The Winter Soldier,BV,259800000.0,454500000,2014
1484,Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014
1485,The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014
1486,Interstellar,Par.,188000000.0,489400000,2014
1487,Big Hero 6,BV,222500000.0,435300000,2014
1488,How to Train Your Dragon 2,Fox,177000000.0,444500000,2014
1489,American Sniper,WB,350100000.0,197300000,2014
1490,Godzilla (2014),WB,200700000.0,328400000,2014
1491,Rio 2,Fox,131500000.0,368600000,2014
1492,Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000,2014
1493,The LEGO Movie,WB,257800000.0,211400000,2014
1494,Lucy,Uni.,126700000.0,336700000,2014
1495,Penguins of Madagascar,Fox,83400000.0,289700000,2014
1496,Edge of Tomorrow,WB,100200000.0,270300000,2014
1497,Gone Girl,Fox,167800000.0,201600000,2014
1498,Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014
1499,Noah,Par.,101200000.0,261399999,2014
1500,The Maze Runner,Fox,102400000.0,245900000,2014
1501,300: Rise of An Empire,WB,106600000.0,231000000,2014
1502,22 Jump Street,Sony,191700000.0,139600000,2014
1503,The Fault in our Stars,Fox,124900000.0,182300000,2014
1504,Divergent,LG/S,150900000.0,137900000,2014
1505,Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014
1506,Neighbors,Uni.,150200000.0,120500000,2014
1507,Exodus: Gods and Kings,Fox,65000000.0,203200000,2014
1508,Annabelle,WB (NL),84300000.0,172800000,2014
1509,Hercules (2014),Par.,72700000.0,172100000,2014
1510,RoboCop (2014),Sony,58600000.0,184100000,2014
1511,The Imitation Game,Wein.,91100000.0,142400000,2014
1512,Non-Stop,Uni.,92200000.0,130600000,2014
1513,Dracula Untold,Uni.,56300000.0,160800000,2014
1514,The Expendables 3,LGF,39300000.0,175300000,2014
1515,Into the Woods,BV,128000000.0,85100000,2014
1516,Fury (2014),Sony,85800000.0,126000000,2014
1517,Journey to the West,Magn.,18100.0,205600000,2014
1518,Need for Speed,BV,43600000.0,159700000,2014
1519,The Other Woman (2014),Fox,83900000.0,112800000,2014
1520,The Equalizer,Sony,101500000.0,90800000,2014
1521,Breakup Buddies,CL,778000.0,188200000,2014
1522,The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
1523,Dumb and Dumber To,Uni.,86200000.0,83600000,2014
1524,Unbroken,Uni.,115600000.0,47800000,2014
1525,Into The Storm,WB (NL),47600000.0,114100000,2014
1526,The Monuments Men,Sony,78000000.0,77000000,2014
1527,Ride Along,Uni.,134900000.0,19500000,2014
1528,Planes: Fire & Rescue,BV,59200000.0,92200000,2014
1529,Let's Be Cops,Fox,82400000.0,55800000,2014
1530,Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014
1531,Annie (2014),Sony,85900000.0,47900000,2014
1532,Blended,WB,46300000.0,81700000,2014
1533,Sex Tape,Sony,38500000.0,87500000,2014
1534,The Theory of Everything,Focus,35900000.0,87800000,2014
1535,The Nut Job,ORF,64300000.0,56600000,2014
1536,The Wind Rises,BV,5200000.0,112700000,2014
1537,Pompeii,TriS,23200000.0,94600000,2014
1538,The Admiral: Roaring Currents,CJ,2600000.0,109600000,2014
1539,The Purge: Anarchy,Uni.,72000000.0,40000000,2014
1540,The Boxtrolls,Focus,50800000.0,58400000,2014
1541,Horrible Bosses 2,WB,54400000.0,53200000,2014
1542,Ouija,Uni.,50900000.0,52700000,2014
1543,Birdman,FoxS,42300000.0,60900000,2014
1544,Transcendence,WB,23000000.0,80000000,2014
1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014
1546,Heaven is for Real,TriS,91400000.0,9900000,2014
